LanguageHaveWorkedWith,ConvertedCompYearly,YearsCode,ResponseId,,,ExperienceGroup,N Python,N JS/Java,Mean Python,Mean JS/Java,MeanDiff J minus Py,%Diff J vs Py,T Stat Welch,P Value Two Tailed
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,60000,20,21263,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,125000,2,21270,,,,,,,,,,,
Go;JavaScript;Lua;Python;TypeScript,150000,5,21271,,,,,,,,,,,
C;C++;JavaScript,120000,29,21273,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,190000,27,21279,,,,,,,,,,,
HTML/CSS;JavaScript;Python;R;Rust;SQL,120000,25,21283,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;SQL,47500,12,21284,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;JavaScript;PowerShell;SQL;Swift;TypeScript,120000,27,21288,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA,75000,20,21299,,,,,,,,,,,
HTML/CSS;JavaScript;TypeScript,109500,13,21304,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,193000,20,21307,,,,,,,,,,,
Bash/Shell (all shells);C;Go;Groovy;HTML/CSS;Java;JavaScript;Lisp;Lua;Python;SQL;Zig,157000,16,21315,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python,105000,27,21333,,,,,,,,,,,
Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Lisp;Lua;Python;Rust,100000,17,21344,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;JavaScript;Python;TypeScript,315000,15,21364,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;SQL,71000,14,21367,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;Scala;SQL;TypeScript,120000,8,21368,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;Python;Rust;SQL;TypeScript,160000,21,21390,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Groovy;JavaScript;Perl;PowerShell;Python,142000,11,21401,,,,,,,,,,,
HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,156000,12,21416,,,,,,,,,,,
GDScript;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,260000,12,21419,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;Python;TypeScript,180000,16,21425,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,144000,18,21433,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Kotlin;PowerShell;Python;Rust;Swift;TypeScript,176000,18,21438,,,,,,,,,,,
C;C#;C++;HTML/CSS;JavaScript;MATLAB;PowerShell;SQL,140000,28,21440,,,,,,,,,,,
JavaScript;Python;R;Rust;SQL;TypeScript,255000,19,21458,,,,,,,,,,,
Bash/Shell (all shells);C;Go;JavaScript;Python;Ruby;TypeScript,126000,25,21466,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,180000,5,21483,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PowerShell;Python;Rust;TypeScript,163000,10,21507,,,,,,,,,,,
Assembly;C;C++;HTML/CSS;JavaScript;Python;Rust,350000,15,21513,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;Swift;TypeScript,200000,17,21540,,,,,,,,,,,
Java;JavaScript,350000,21,21557,,,,,,,,,,,
Bash/Shell (all shells);GDScript;Go;HTML/CSS;Java;JavaScript;Lua;PHP;SQL;TypeScript,169000,15,21567,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;JavaScript;Lua;PHP;PowerShell;Rust;SQL;TypeScript;Zig,90000,7,21574,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,160000,14,21583,,,,,,,,,,,
COBOL;Go;HTML/CSS;JavaScript;PHP;Python;SQL,30000,24,21635,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;TypeScript,185000,15,21665,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;SQL,95000,5,21680,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;SQL,150000,20,22024,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;Lua;Zig,181000,16,22081,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript,170000,15,22127,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,170000,16,22154,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,150000,15,22192,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;TypeScript,150000,11,22209,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL,45480,6,22223,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;VBA,131850,25,22251,,,,,,,,,,,
JavaScript;Python;Ruby,140000,11,22262,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL,100000,22,22284,,,,,,,,,,,
JavaScript;PHP;PowerShell;SQL,124000,17,22295,,,,,,,,,,,
C;C++;JavaScript;PHP;Python;SQL,180000,18,22310,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;Python;Scala,150000,30,22322,,,,,,,,,,,
C++;HTML/CSS;JavaScript;Python;SQL,30000,26,22416,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;Python;SQL;TypeScript,300000,20,22452,,,,,,,,,,,
HTML/CSS;JavaScript;SQL;TypeScript,135000,20,22467,,,,,,,,,,,
HTML/CSS;JavaScript;PowerShell;SQL,102000,8,22474,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL,120000,10,22529,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Rust;TypeScript,250000,23,22546,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA;Visual Basic (.Net),43000,12,22551,,,,,,,,,,,
C#;HTML/CSS;JavaScript;TypeScript,185000,21,22582,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,175000,23,22586,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,210000,26,22590,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;Java;Lua;Python;SQL,300000,30,22592,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,225000,25,22597,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,82000,9,22616,,,,,,,,,,,
Go;HTML/CSS;JavaScript;Python,160000,15,22623,,,,,,,,,,,
C#;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL,200000,25,22625,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript,104000,15,22659,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;MATLAB;Python;SQL;TypeScript,160000,30,22671,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;Visual Basic (.Net),40000,17,22676,,,,,,,,,,,
C#;Elixir;HTML/CSS;JavaScript;Kotlin;Lisp;Python;Rust;SQL;TypeScript,130000,14,22680,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;Ruby;Scala;SQL;TypeScript,93000,9,22696,,,,,,,,,,,
HTML/CSS;JavaScript,30000,10,22703,,,,,,,,,,,
C#;Dart;Java;Kotlin,130000,20,22705,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Rust;SQL;TypeScript;Zig,133000,9,22716,,,,,,,,,,,
Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;PHP;PowerShell;Python;Ruby;SQL,150000,24,22720,,,,,,,,,,,
JavaScript;TypeScript,99360,20,22727,,,,,,,,,,,
C++;GDScript;HTML/CSS;JavaScript;Lua;PHP;Python;SQL,72000,15,22744,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;Rust;TypeScript,122000,8,22755,,,,,,,,,,,
Go;Java;Kotlin;Python;SQL;TypeScript,140000,9,22757,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PHP;SQL,35000,7,22766,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP,128000,28,22794,,,,,,,,,,,
Bash/Shell (all shells);C;COBOL;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,30000,9,22796,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,85000,10,22797,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,84000,13,22875,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,97000,15,22912,,,,,,,,,,,
C#;JavaScript;Python;Rust;SQL;TypeScript,350000,27,23073,,,,,,,,,,,
JavaScript;Python;SQL;TypeScript,300000,8,23172,,,,,,,,,,,
HTML/CSS;JavaScript,40000,3,23209,,,,,,,,,,,
Go;HTML/CSS;JavaScript;Python;Rust,210000,30,23254,,,,,,,,,,,
C;C++;HTML/CSS;JavaScript;MATLAB;Python,100000,7,23556,,,,,,,,,,,
Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,230000,14,23614,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,210000,27,23829,,,,,,,,,,,
Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,120000,26,23852,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript,150000,15,23872,,,,,,,,,,,
JavaScript;Ruby;TypeScript,300000,13,24116,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Perl;PHP;Python;Ruby;Swift;TypeScript,173000,23,24121,,,,,,,,,,,
Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,325000,22,24145,,,,,,,,,,,
Elixir;Go;JavaScript;Python;Ruby;Rust;TypeScript,203000,20,24154,,,,,,,,,,,
Bash/Shell (all shells);C++;Delphi;HTML/CSS;JavaScript;Python,85000,15,24157,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,300000,25,24192,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Swift,250000,15,24270,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,170000,21,24271,,,,,,,,,,,
C#;Dart;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript;Visual Basic (.Net),124000,15,24308,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,360000,22,24323,,,,,,,,,,,
Dart;HTML/CSS;JavaScript;MicroPython;PHP;Python;Ruby;SQL,335000,30,24335,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;OCaml;PHP;PowerShell;Python;R;Rust;SQL,60000,10,24352,,,,,,,,,,,
HTML/CSS;JavaScript;Python,150000,12,24361,,,,,,,,,,,
Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;TypeScript,210000,25,24410,,,,,,,,,,,
Bash/Shell (all shells);Java;Python;Scala;TypeScript,240000,15,24440,,,,,,,,,,,
HTML/CSS;Java;JavaScript;SQL;Visual Basic (.Net),94000,3,24446,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;TypeScript,125000,6,24462,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;Python;SQL;TypeScript,118000,6,24499,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,167000,20,24514,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;Python;SQL,65000,11,24567,,,,,,,,,,,
Bash/Shell (all shells);C++;Dart;Java;MATLAB;Rust;Scala,155000,26,24596,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;OCaml;SQL;TypeScript,87000,4,24682,,,,,,,,,,,
HTML/CSS;JavaScript;SQL;TypeScript,90000,8,24683,,,,,,,,,,,
C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,170000,15,24690,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,200000,25,24693,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,180000,14,24697,,,,,,,,,,,
Bash/Shell (all shells);C;C#;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;SQL;TypeScript,238000,21,24706,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,164000,14,24718,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,190000,30,24753,,,,,,,,,,,
C#;Dart;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),148000,7,24765,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Swift,275000,14,24770,,,,,,,,,,,
Bash/Shell (all shells);Java;JavaScript;Python;Rust;SQL;TypeScript,185000,12,24773,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;SQL;VBA,120000,15,24799,,,,,,,,,,,
Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,250000,27,24815,,,,,,,,,,,
C#;HTML/CSS;JavaScript,145000,15,24826,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL,159000,30,24827,,,,,,,,,,,
HTML/CSS;JavaScript;Python;TypeScript,48000,5,24830,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,290000,7,24849,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Kotlin;Lua;Python;Ruby;Rust;SQL;TypeScript,272500,9,24877,,,,,,,,,,,
Java,160000,22,24919,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,165000,30,25406,,,,,,,,,,,
JavaScript;Ruby;SQL;TypeScript,132000,5,25432,,,,,,,,,,,
Bash/Shell (all shells);Java;JavaScript;PowerShell;Python;SQL,175000,8,25443,,,,,,,,,,,
JavaScript;Python;TypeScript,180000,28,25549,,,,,,,,,,,
Bash/Shell (all shells);C;Erlang;Go;Groovy;HTML/CSS;Java;JavaScript;Perl;PowerShell;Python;SQL;TypeScript,210000,26,25617,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,275000,20,25628,,,,,,,,,,,
Dart;Java;SQL,187000,14,25681,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript;VBA;Visual Basic (.Net),75000,20,25693,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Fortran;Groovy;HTML/CSS;Java;JavaScript;Lisp;R;Ruby;Rust,105000,17,25699,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,125000,14,25706,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,107000,8,25710,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;TypeScript,190000,20,25724,,,,,,,,,,,
C;HTML/CSS;Java;JavaScript;OCaml;PowerShell;Python;R;SQL,56000,4,25728,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;Java;Python;Rust;TypeScript,216000,30,25731,,,,,,,,,,,
Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,263000,10,25735,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,103000,27,25775,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA,180000,27,25777,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,104225,7,25789,,,,,,,,,,,
HTML/CSS;Java;JavaScript;SQL;TypeScript,331000,14,25807,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby,156000,18,25818,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;SQL;TypeScript,187000,20,25834,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,165000,17,25864,,,,,,,,,,,
Assembly;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,105000,15,25869,,,,,,,,,,,
C#;JavaScript;TypeScript,90000,8,25875,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;Go;Java;MicroPython;Python,75000,8,25884,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;Python;SQL,89000,6,25888,,,,,,,,,,,
Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,145000,15,25889,,,,,,,,,,,
Go;JavaScript;Python;Rust;SQL;TypeScript,210000,10,25893,,,,,,,,,,,
Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,166400,10,25897,,,,,,,,,,,
C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript,350000,25,25927,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust,110000,15,25931,,,,,,,,,,,
HTML/CSS;JavaScript;Python;TypeScript,80000,8,25933,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Kotlin;MATLAB;MicroPython;PowerShell;Python;Rust,83000,15,25947,,,,,,,,,,,
HTML/CSS;JavaScript;Ruby;TypeScript,230000,9,25948,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL,50000,14,25973,,,,,,,,,,,
Bash/Shell (all shells);C;C#;GDScript;Go;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;Rust;SQL;TypeScript;Zig,152000,27,25980,,,,,,,,,,,
C#;C++;GDScript;HTML/CSS;JavaScript;Python;SQL,70000,5,25995,,,,,,,,,,,
Java;Python;TypeScript,225000,10,26011,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,188000,15,26012,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,250000,27,26014,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,182000,20,26031,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;Python,78000,25,26033,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;R;SQL,63000,7,26046,,,,,,,,,,,
JavaScript;Lua;Python;Ruby;SQL,190000,15,26050,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript,100000,13,26082,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,72000,11,26096,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,140000,15,26113,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;TypeScript,260000,15,26115,,,,,,,,,,,
Bash/Shell (all shells);Groovy;Java;JavaScript;Kotlin;Python;Scala;SQL;TypeScript,180000,30,26117,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL,94000,11,26122,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,155000,28,26137,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;TypeScript,100000,15,26142,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,185000,20,26148,,,,,,,,,,,
C#;Dart;HTML/CSS;JavaScript;PowerShell;SQL,170000,7,26160,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,158000,11,26169,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,235150,13,26175,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,92000,25,26186,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,210000,11,26187,,,,,,,,,,,
Java;Kotlin,130000,21,26194,,,,,,,,,,,
Groovy;HTML/CSS;Java;Kotlin;SQL;TypeScript,168000,20,26219,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,105000,20,26262,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,82000,8,26278,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL,50000,3,26291,,,,,,,,,,,
Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;TypeScript,75000,11,26307,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP,171261,29,26317,,,,,,,,,,,
C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,113000,18,26332,,,,,,,,,,,
C#;Elixir;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),96300,7,26335,,,,,,,,,,,
C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;Rust;Scala;SQL;Swift;TypeScript;Visual Basic (.Net),175000,26,26338,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,160000,19,26347,,,,,,,,,,,
Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript,117000,12,26369,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,130000,5,26371,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;Java;JavaScript;Python;Rust;SQL,198000,13,26372,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Rust;SQL,87000,11,26377,,,,,,,,,,,
Ada;Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,104000,25,26384,,,,,,,,,,,
Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;Ruby,110000,27,26395,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,280000,8,26412,,,,,,,,,,,
HTML/CSS;JavaScript;TypeScript,115000,6,26416,,,,,,,,,,,
Bash/Shell (all shells);Java,85000,8,26432,,,,,,,,,,,
C;HTML/CSS;Java;JavaScript;MicroPython;Python;TypeScript,190000,10,26447,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,160000,19,26448,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PHP;SQL;TypeScript,125000,28,26479,,,,,,,,,,,
Bash/Shell (all shells);Java;Python,180000,30,26489,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;R;TypeScript,255000,24,26490,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,115000,20,26514,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,190000,19,26532,,,,,,,,,,,
C#;Go;JavaScript;Rust;TypeScript,290000,13,26553,,,,,,,,,,,
HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,137000,24,26572,,,,,,,,,,,
C#;C++;HTML/CSS;JavaScript;Lua;Python;TypeScript,65000,10,26603,,,,,,,,,,,
C#;C++;HTML/CSS;JavaScript;Kotlin;Lua;PHP;PowerShell;Python;SQL;TypeScript,110000,20,26633,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,78000,17,26638,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,165000,28,26647,,,,,,,,,,,
C;C++;Java;Python;Ruby;Rust;SQL,275000,30,26870,,,,,,,,,,,
Bash/Shell (all shells);C;C#;Delphi;GDScript;HTML/CSS;JavaScript;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript,82500,13,27148,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Scala;SQL,121000,27,27173,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL,150000,30,27235,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;SQL,144000,27,27269,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;Swift;TypeScript;VBA;Visual Basic (.Net),120000,30,27319,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;TypeScript,220000,15,27322,,,,,,,,,,,
HTML/CSS;JavaScript;PHP,151000,25,27324,,,,,,,,,,,
C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,192000,20,27332,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;Python,162000,17,27335,,,,,,,,,,,
C++;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,145000,6,27358,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;Ruby;SQL,112000,13,27359,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,175000,12,27416,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,95000,22,27419,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,50000,5,27428,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;SQL,77517,9,27431,,,,,,,,,,,
Bash/Shell (all shells);Groovy;Java;Python;Scala;SQL;TypeScript,265348,14,27438,,,,,,,,,,,
Bash/Shell (all shells);Dart;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;Swift;TypeScript,125000,17,27439,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;MATLAB;Perl;PHP;Python;SQL;TypeScript,170000,30,27445,,,,,,,,,,,
